DateTime,Volume
2009-08-31,157474.9999999999
2009-09-30,138083.99999999994
2009-10-31,140435.9999999997
2009-11-30,157630.0000000002
2009-12-31,148862.99999999997
2010-01-31,150581.99999999985
2010-02-28,136077.99999999983
2010-03-31,157493.0000000001
2010-04-30,161437.0
2010-05-31,161568.00000000012
2010-06-30,203251.9999999999
2010-07-31,209687.00000000012
2010-08-31,154116.0
2010-09-30,167561.0000000001
2010-10-31,169916.99999999988
2010-11-30,149660.0
2010-12-31,153225.99999999985
2011-01-31,131097.99999999988
2011-02-28,118826.99999999983
2011-03-31,140438.9999999998
2011-04-30,159016.0000000002
2011-05-31,163442.9999999999
2011-06-30,126886.99999999981
2011-07-31,135656.00000000015
2011-08-31,131502.9999999997
2011-09-30,131807.0000000001
2011-10-31,141769.0000000003
2011-11-30,130638.99999999983
2011-12-31,168013.00000000023
2012-01-31,124249.99999999994
2012-02-29,129320.0000000002
2012-03-31,138119.00000000017
2012-04-30,73317.00000000001
2012-05-31,86541.00000000001
2012-06-30,77104.99999999999
2012-07-31,96230.99999999994
2012-08-31,0.0
2012-09-30,0.0
2012-10-31,0.0
2012-11-30,0.0
2012-12-31,0.0
